code|division|grupo|clase|categoria|name|nombre
24315600|24000000|24300000|24310000|24315000|24315600|Silicatos
24315610|24000000|24300000|24310000|24315000|24315610|Silicato de sodio
24315700|24000000|24300000|24310000|24315000|24315700|Boratos y perboratos
24316000|24000000|24300000|24310000|24316000|24316000|Agua destilada
24317000|24000000|24300000|24310000|24317000|24317000|Piedras sintéticas
24317100|24000000|24300000|24310000|24317000|24317100|Piedras preciosas sintéticas
24317200|24000000|24300000|24310000|24317000|24317200|Piedras semipreciosas sintéticas
24320000|24000000|24300000|24320000|24320000|24320000|Productos químicos orgánicos básicos
24321000|24000000|24300000|24320000|24321000|24321000|Hidrocarburos
24321100|24000000|24300000|24320000|24321000|24321100|Hidrocarburos saturados
24321110|24000000|24300000|24320000|24321000|24321110|Hidrocarburos acíclicos saturados
24321111|24000000|24300000|24320000|24321000|24321111|Metano
24321112|24000000|24300000|24320000|24321000|24321112|Etileno
24321113|24000000|24300000|24320000|24321000|24321113|Propeno
24321114|24000000|24300000|24320000|24321000|24321114|Buteno
24321115|24000000|24300000|24320000|24321000|24321115|Acetileno
24321120|24000000|24300000|24320000|24321000|24321120|Hidrocarburos cíclicos saturados
24321200|24000000|24300000|24320000|24321000|24321200|Hidrocarburos no saturados
24321210|24000000|24300000|24320000|24321000|24321210|Hidrocarburos acíclicos no saturados
24321220|24000000|24300000|24320000|24321000|24321220|Hidrocarburos cíclicos no saturados
24321221|24000000|24300000|24320000|24321000|24321221|Benceno
24321222|24000000|24300000|24320000|24321000|24321222|Tolueno
24321223|24000000|24300000|24320000|24321000|24321223|o-Xilenos
24321224|24000000|24300000|24320000|24321000|24321224|m-Xilenos
24321225|24000000|24300000|24320000|24321000|24321225|Estireno
24321226|24000000|24300000|24320000|24321000|24321226|Etilbenceno
24321300|24000000|24300000|24320000|24321000|24321300|Otros derivados halogenados de hidrocarburos
24321310|24000000|24300000|24320000|24321000|24321310|Tetracloroetileno
24321320|24000000|24300000|24320000|24321000|24321320|Tetracloruro de carbono
24322000|24000000|24300000|24320000|24322000|24322000|Alcoholes, fenoles, alcoholes fenólicos y sus derivados halogenados, sulfonados, nitrados o nitrosados; alcoholes grasos industriales
24322100|24000000|24300000|24320000|24322000|24322100|Alcoholes grasos industriales
24322200|24000000|24300000|24320000|24322000|24322200|Monoalcoholes
24322210|24000000|24300000|24320000|24322000|24322210|Metanol
24322220|24000000|24300000|24320000|24322000|24322220|Etanol
24322300|24000000|24300000|24320000|24322000|24322300|Dioles, polialcoholes y sus derivados
24322310|24000000|24300000|24320000|24322000|24322310|Etilenglicol
24322320|24000000|24300000|24320000|24322000|24322320|Derivados de alcoholes
24322400|24000000|24300000|24320000|24322000|24322400|Fenoles y sus derivados
24322500|24000000|24300000|24320000|24322000|24322500|Alcohol
24322510|24000000|24300000|24320000|24322000|24322510|Alcohol etílico
24323000|24000000|24300000|24320000|24323000|24323000|Ácidos grasos monocarboxílicos industriales
24323100|24000000|24300000|24320000|24323000|24323100|Aceites ácidos de refinado
24323200|24000000|24300000|24320000|24323000|24323200|Ácidos carboxílicos
24323210|24000000|24300000|24320000|24323000|24323210|Ácido acético
24323220|24000000|24300000|24320000|24323000|24323220|Ácido peracético
24323300|24000000|24300000|24320000|24323000|24323300|Ácidos monocarboxílicos insaturados y sus compuestos
24323310|24000000|24300000|24320000|24323000|24323310|Ésteres de ácido metacrílico
24323320|24000000|24300000|24320000|24323000|24323320|Ésteres de ácido acrílico
24323400|24000000|24300000|24320000|24323000|24323400|Ácidos aromáticos policarboxílicos y carboxílicos
24324000|24000000|24300000|24320000|24324000|24324000|Compuestos orgánicos con funciones nitrogenadas
24324100|24000000|24300000|24320000|24324000|24324100|Compuestos con función amina
24324200|24000000|24300000|24320000|24324000|24324200|Compuestos aminados con funciones oxigenadas
24324300|24000000|24300000|24320000|24324000|24324300|Ureínas
24324400|24000000|24300000|24320000|24324000|24324400|Compuestos con funciones nitrogenadas
24325000|24000000|24300000|24320000|24325000|24325000|Tiocompuestos orgánicos
24326000|24000000|24300000|24320000|24326000|24326000|Aldehído, cetona, peróxidos orgánicos y éteres
24326100|24000000|24300000|24320000|24326000|24326100|Compuestos con función aldehído
24326200|24000000|24300000|24320000|24326000|24326200|Compuestos con función cetona y quinona
24326300|24000000|24300000|24320000|24326000|24326300|Peróxidos orgánicos
24326310|24000000|24300000|24320000|24326000|24326310|Óxido de etileno
24326320|24000000|24300000|24320000|24326000|24326320|Éteres
24327000|24000000|24300000|24320000|24327000|24327000|Productos químicos orgánicos diversos
24327100|24000000|24300000|24320000|24327000|24327100|Derivados vegetales para teñido
24327200|24000000|24300000|24320000|24327000|24327200|Carbón vegetal
24327300|24000000|24300000|24320000|24327000|24327300|Aceites y productos de la destilación del alquitrán de hulla a alta temperatura, brea y alquitrán de brea
24327310|24000000|24300000|24320000|24327000|24327310|Alquitrán de hulla
24327311|24000000|24300000|24320000|24327000|24327311|Creosota
24327320|24000000|24300000|24320000|24327000|24327320|Brea
24327330|24000000|24300000|24320000|24327000|24327330|Alquitrán de brea
24327400|24000000|24300000|24320000|24327000|24327400|Productos de resina
24327500|24000000|24300000|24320000|24327000|24327500|Lejías residuales de la fabricación de pasta de madera
24400000|24000000|24400000|24400000|24400000|24400000|Abonos y compuestos nitrogenados
24410000|24000000|24400000|24410000|24410000|24410000|Abonos nitrogenados
24411000|24000000|24400000|24410000|24411000|24411000|Ácido nítrico y sus sales
24411100|24000000|24400000|24410000|24411000|24411100|Nitrato de sodio
24412000|24000000|24400000|24410000|24412000|24412000|Ácidos sulfonítricos
24413000|24000000|24400000|24410000|24413000|24413000|Amoníaco
24413100|24000000|24400000|24410000|24413000|24413100|Amoníaco líquido
24413200|24000000|24400000|24410000|24413000|24413200|Cloruro amónico
24413300|24000000|24400000|24410000|24413000|24413300|Sulfato amónico
24420000|24000000|24400000|24420000|24420000|24420000|Abonos fosfatados
24421000|24000000|24400000|24420000|24421000|24421000|Abonos minerales fosfatados
24422000|24000000|24400000|24420000|24422000|24422000|Abonos químicos fosfatados
24430000|24000000|24400000|24430000|24430000|24430000|Abonos de origen animal o vegetal
24440000|24000000|24400000|24440000|24440000|24440000|Abonos diversos
24450000|24000000|24400000|24450000|24450000|24450000|Productos agroquímicos
24451000|24000000|24400000|24450000|24451000|24451000|Pesticidas
24452000|24000000|24400000|24450000|24452000|24452000|Insecticidas
24453000|24000000|24400000|24450000|24453000|24453000|Herbicidas
24454000|24000000|24400000|24450000|24454000|24454000|Reguladores del crecimiento de las plantas
24455000|24000000|24400000|24450000|24455000|24455000|Desinfectantes
24456000|24000000|24400000|24450000|24456000|24456000|Rodenticidas
24457000|24000000|24400000|24450000|24457000|24457000|Fungicidas
24500000|24000000|24500000|24500000|24500000|24500000|Materias plásticas en formas primarias
24510000|24000000|24500000|24510000|24510000|24510000|Polímeros de etileno en formas primarias
24520000|24000000|24500000|24520000|24520000|24520000|Polímeros de propileno en formas primarias
24530000|24000000|24500000|24530000|24530000|24530000|Polímeros de estireno en formas primarias
24540000|24000000|24500000|24540000|24540000|24540000|Polímeros de vinilo en formas primarias
24541000|24000000|24500000|24540000|24541000|24541000|Polímeros de acetato de vinilo en formas primarias
24542000|24000000|24500000|24540000|24542000|24542000|Polímeros acrílicos en formas primarias
24550000|24000000|24500000|24550000|24550000|24550000|Poliésteres en formas primarias
24560000|24000000|24500000|24560000|24560000|24560000|Poliamidas en formas primarias
24570000|24000000|24500000|24570000|24570000|24570000|Resinas uréicas en formas primarias
24580000|24000000|24500000|24580000|24580000|24580000|Resinas amínicas en formas primarias
24590000|24000000|24500000|24590000|24590000|24590000|Siliconas en formas primarias
24600000|24000000|24600000|24600000|24600000|24600000|Explosivos
24610000|24000000|24600000|24610000|24610000|24610000|Explosivos preparados
24611000|24000000|24600000|24610000|24611000|24611000|Pólvoras de carga de proyección
24611100|24000000|24600000|24610000|24611000|24611100|Propergoles, combustibles
24612000|24000000|24600000|24610000|24612000|24612000|Explosivos diversos
24612100|24000000|24600000|24610000|24612000|24612100|Dinamita
24612200|24000000|24600000|24610000|24612000|24612200|TNT
24612300|24000000|24600000|24610000|24612000|24612300|Nitroglicerina
24613000|24000000|24600000|24610000|24613000|24613000|Cohetes de señales, cohetes granífugos, señales para la niebla y artículos de pirotecnia
24613100|24000000|24600000|24610000|24613000|24613100|Cartuchos para espantar pájaros
24613200|24000000|24600000|24610000|24613000|24613200|Fuegos artificiales
24615000|24000000|24600000|24610000|24615000|24615000|Mechas, cápsulas, inflamadores y detonadores eléctricos
24900000|24000000|24900000|24900000|24900000|24900000|Productos químicos puros y otros productos químicos
24910000|24000000|24900000|24910000|24910000|24910000|Colas
24911000|24000000|24900000|24910000|24911000|24911000|Gelatinas
24911200|24000000|24900000|24910000|24911000|24911200|Adhesivos
24920000|24000000|24900000|24920000|24920000|24920000|Aceites esenciales
24930000|24000000|24900000|24930000|24930000|24930000|Productos químicos para fotografía
24931000|24000000|24900000|24930000|24931000|24931000|Placas y películas fotográficas
24931200|24000000|24900000|24930000|24931000|24931200|Emulsiones para uso fotográfico
24931210|24000000|24900000|24930000|24931000|24931210|Reveladores fotográficos
24931220|24000000|24900000|24930000|24931000|24931220|Fijadores fotográficos
24931230|24000000|24900000|24930000|24931000|24931230|Reveladores para radiografías
24931240|24000000|24900000|24930000|24931000|24931240|Fijadores para radiografías
24931250|24000000|24900000|24930000|24931000|24931250|Medios de cultivo
24931260|24000000|24900000|24930000|24931000|24931260|Intensificadores de imagen
24950000|24000000|24900000|24950000|24950000|24950000|Productos químicos para fines específicos
24951000|24000000|24900000|24950000|24951000|24951000|Grasas y lubricantes
24951100|24000000|24900000|24950000|24951000|24951100|Lubricantes
24951110|24000000|24900000|24950000|24951000|24951110|Lodo de perforación
24951120|24000000|24900000|24950000|24951000|24951120|Grasa de silicio
24951130|24000000|24900000|24950000|24951000|24951130|Fluidos de perforación
24951200|24000000|24900000|24950000|24951000|24951200|Aditivos para aceites
24951210|24000000|24900000|24950000|24951000|24951210|Polvo para extintores de incendios
24951220|24000000|24900000|24950000|24951000|24951220|Agentes para extintores de incendios
24951230|24000000|24900000|24950000|24951000|24951230|Cargas para extintores de incendios
24951300|24000000|24900000|24950000|24951000|24951300|Fluidos hidráulicos
24951310|24000000|24900000|24950000|24951000|24951310|Agentes para descongelar
24951311|24000000|24900000|24950000|24951000|24951311|Preparaciones anticongelantes
24951400|24000000|24900000|24950000|24951000|24951400|Grasas y aceites químicamente modificados
24952000|24000000|24900000|24950000|24952000|24952000|Pastas para modelar
24952100|24000000|24900000|24950000|24952000|24952100|Cera dental
24953000|24000000|24900000|24950000|24953000|24953000|Agentes de acabado
24954000|24000000|24900000|24950000|24954000|24954000|Carbón activado
24954100|24000000|24900000|24950000|24954000|24954100|Carbón activado nuevo
24954200|24000000|24900000|24950000|24954000|24954200|Carbón activado regenerado
24955000|24000000|24900000|24950000|24955000|24955000|Recipientes inodoros de sustancias químicas
24956000|24000000|24900000|24950000|24956000|24956000|Peptonas y sustancias protéicas
24957000|24000000|24900000|24950000|24957000|24957000|Aditivos químicos
24957100|24000000|24900000|24950000|24957000|24957100|Preparaciones aglutinantes para moldes o núcleos de fundición
24957200|24000000|24900000|24950000|24957000|24957200|Aditivos para cemento, mortero u hormigón
24958000|24000000|24900000|24950000|24958000|24958000|Productos químicos para la industria del petróleo y del gas
24958100|24000000|24900000|24950000|24958000|24958100|Productos químicos para fondo de pozo
24958200|24000000|24900000|24950000|24958000|24958200|Agentes floculantes
24958300|24000000|24900000|24950000|24958000|24958300|Productos químicos para lodos
24958400|24000000|24900000|24950000|24958000|24958400|Ampollas de gel para atraque de explosivos
24959000|24000000|24900000|24950000|24959000|24959000|Aerosoles y productos químicos en forma de disco
24959100|24000000|24900000|24950000|24959000|24959100|Aerosoles
24959200|24000000|24900000|24950000|24959000|24959200|Elementos químicos en forma de disco
24960000|24000000|24900000|24960000|24960000|24960000|Productos químicos diversos
24961000|24000000|24900000|24960000|24961000|24961000|Fluidos para radiador
24962000|24000000|24900000|24960000|24962000|24962000|Productos químicos para tratamiento del agua
24963000|24000000|24900000|24960000|24963000|24963000|Productos anticorrosión
24964000|24000000|24900000|24960000|24964000|24964000|Glicerol
24965000|24000000|24900000|24960000|24965000|24965000|Enzimas
30000000|30000000|30000000|30000000|30000000|30000000|Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software
30100000|30000000|30100000|30100000|30100000|30100000|Máquinas, equipo y artículos de oficina, excepto ordenadores, impresoras y mobiliario
30110000|30000000|30100000|30110000|30110000|30110000|Máquinas de tratamiento de textos
30111000|30000000|30100000|30110000|30111000|30111000|Procesadores de texto
30120000|30000000|30100000|30120000|30120000|30120000|Fotocopiadoras, máquinas offset e impresoras
30121000|30000000|30100000|30120000|30121000|30121000|Fotocopiadoras y aparatos termocopiadores
30121100|30000000|30100000|30120000|30121000|30121100|Fotocopiadoras
30121200|30000000|30100000|30120000|30121000|30121200|Equipo de fotocopiado
30121300|30000000|30100000|30120000|30121000|30121300|Equipo de reproducción
30121400|30000000|30100000|30120000|30121000|30121400|Máquinas de sacar copias
30121410|30000000|30100000|30120000|30121000|30121410|Conmutadores teléfono-fax
30121420|30000000|30100000|30120000|30121000|30121420|Escáneres digitales con sistema de envío
30121430|30000000|30100000|30120000|30121000|30121430|Duplicadores digitales
30122000|30000000|30100000|30120000|30122000|30122000|Impresoras offset del tipo de las de oficina
30122100|30000000|30100000|30120000|30122000|30122100|Sistemas de impresión offset digital
30122200|30000000|30100000|30120000|30122000|30122200|Equipos de impresión offset digital
30123000|30000000|30100000|30120000|30123000|30123000|Máquinas de oficina
30123100|30000000|30100000|30120000|30123000|30123100|Máquinas para validación de billetes
30123200|30000000|30100000|30120000|30123000|30123200|Cajeros automáticos
30123300|30000000|30100000|30120000|30123000|30123300|Multicopistas
30123400|30000000|30100000|30120000|30123000|30123400|Máquinas de plegado
30123500|30000000|30100000|30120000|30123000|30123500|Perforadoras
30123600|30000000|30100000|30120000|30123000|30123600|Máquinas para la manipulación de monedas
30123610|30000000|30100000|30120000|30123000|30123610|Máquinas para clasificar monedas
30123620|30000000|30100000|30120000|30123000|30123620|Máquinas para contar monedas
30123630|30000000|30100000|30120000|30123000|30123630|Máquinas para empaquetar monedas
30124000|30000000|30100000|30120000|30124000|30124000|Partes y accesorios de máquinas de oficina
30124100|30000000|30100000|30120000|30124000|30124100|Fusores
30124110|30000000|30100000|30120000|30124000|30124110|Aceite para fusores
30124120|30000000|30100000|30120000|30124000|30124120|Fieltro limpiador del fusor
30124130|30000000|30100000|30120000|30124000|30124130|Lámparas del fusor
30124140|30000000|30100000|30120000|30124000|30124140|Almohadilla de limpieza del fusor
30124150|30000000|30100000|30120000|30124000|30124150|Filtros de fusor
30124200|30000000|30100000|30120000|30124000|30124200|Kits del fusor
30124300|30000000|30100000|30120000|30124000|30124300|Tambores de máquinas de oficina
30124400|30000000|30100000|30120000|30124000|30124400|Cartuchos de grapas
30124500|30000000|30100000|30120000|30124000|30124500|Accesorios para escáner
30124510|30000000|30100000|30120000|30124000|30124510|Endosadores para escáner
30124520|30000000|30100000|30120000|30124000|30124520|Alimentadores de documentos para escáner
30124530|30000000|30100000|30120000|30124000|30124530|Adaptadores de transparencias para escáner
30125000|30000000|30100000|30120000|30125000|30125000|Partes y accesorios de fotocopiadoras
30125100|30000000|30100000|30120000|30125000|30125100|Cartuchos de toner
30125110|30000000|30100000|30120000|30125000|30125110|Tóner para faxes e impresoras láser
30125120|30000000|30100000|30120000|30125000|30125120|Tóner para fotocopiadoras
30125130|30000000|30100000|30120000|30125000|30125130|Tóner para centros de proceso de datos y centros de investigación y documentación
30130000|30000000|30100000|30130000|30130000|30130000|Equipo para oficinas de correos
30131000|30000000|30100000|30130000|30131000|30131000|Equipo para procesamiento de correspondencia
30131100|30000000|30100000|30130000|30131000|30131100|Máquinas para doblado de papel o sobres
30131200|30000000|30100000|30130000|30131000|30131200|Máquinas para rellenado de sobres
30131300|30000000|30100000|30130000|30131000|30131300|Máquinas para impresión de direcciones
30131400|30000000|30100000|30130000|30131000|30131400|Máquinas para franqueo
30131500|30000000|30100000|30130000|30131000|30131500|Máquinas abrecartas
30131600|30000000|30100000|30130000|30131000|30131600|Máquinas para cerrar el correo
30131700|30000000|30100000|30130000|30131000|30131700|Máquinas de matasellar
30131800|30000000|30100000|30130000|30131000|30131800|Máquinas pegadoras de sellos
30132000|30000000|30100000|30130000|30132000|30132000|Equipo para clasificación
30132100|30000000|30100000|30130000|30132000|30132100|Equipo para clasificación de correspondencia
30132200|30000000|30100000|30130000|30132000|30132200|Máquinas contadoras de billetes
30132300|30000000|30100000|30130000|30132000|30132300|Clasificadoras
30133000|30000000|30100000|30130000|30133000|30133000|Equipo para envío de correspondencia
30133100|30000000|30100000|30130000|30133000|30133100|Equipo para el envío de correspondencia en grandes cantidades
30140000|30000000|30100000|30140000|30140000|30140000|Máquinas de calcular y máquinas de contabilidad
30141000|30000000|30100000|30140000|30141000|30141000|Máquinas de calcular
30141100|30000000|30100000|30140000|30141000|30141100|Calculadoras de bolsillo
30141200|30000000|30100000|30140000|30141000|30141200|Calculadoras de oficina
30141300|30000000|30100000|30140000|30141000|30141300|Calculadoras impresoras
30141400|30000000|30100000|30140000|30141000|30141400|Sumadoras
30142000|30000000|30100000|30140000|30142000|30142000|Máquinas de contabilidad y cajas registradoras
30142100|30000000|30100000|30140000|30142000|30142100|Máquinas de contabilidad
30142200|30000000|30100000|30140000|30142000|30142200|Cajas registradoras
30144000|30000000|30100000|30140000|30144000|30144000|Máquinas del tipo de las de calcular
30144100|30000000|30100000|30140000|30144000|30144100|Máquinas de franquear
30144200|30000000|30100000|30140000|30144000|30144200|Máquinas expendedoras de billetes
30144300|30000000|30100000|30140000|30144000|30144300|Máquinas para contar vehículos
30144400|30000000|30100000|30140000|30144000|30144400|Sistema de cobro automático
30145000|30000000|30100000|30140000|30145000|30145000|Partes y accesorios de máquinas de calcular
30145100|30000000|30100000|30140000|30145000|30145100|Rollos de papel para calculadoras
30150000|30000000|30100000|30150000|30150000|30150000|Máquinas de escribir
30151000|30000000|30100000|30150000|30151000|30151000|Máquinas de escribir electrónicas
30152000|30000000|30100000|30150000|30152000|30152000|Partes y accesorios de máquinas de escribir
30160000|30000000|30100000|30160000|30160000|30160000|Tarjetas magnéticas
30161000|30000000|30100000|30160000|30161000|30161000|Tarjetas de crédito
30162000|30000000|30100000|30160000|30162000|30162000|Tarjetas inteligentes
30163000|30000000|30100000|30160000|30163000|30163000|Tarjetas de débito
30163100|30000000|30100000|30160000|30163000|30163100|Tarjetas para la compra de carburante
30170000|30000000|30100000|30170000|30170000|30170000|Etiquetadoras
30171000|30000000|30100000|30170000|30171000|30171000|Fechadores y numeradores
30172000|30000000|30100000|30170000|30172000|30172000|Máquinas para la impresión de tarjetas de identificación
30173000|30000000|30100000|30170000|30173000|30173000|Máquinas para la colocación de etiquetas
30174000|30000000|30100000|30170000|30174000|30174000|Máquinas para la elaboración de etiquetas
30175000|30000000|30100000|30170000|30175000|30175000|Equipos de rotulación
30176000|30000000|30100000|30170000|30176000|30176000|Rotuladoras manuales de cinta
30177000|30000000|30100000|30170000|30177000|30177000|Sistemas automáticos de etiquetado
30178000|30000000|30100000|30170000|30178000|30178000|Sistemas semiautomáticos de etiquetado
30179000|30000000|30100000|30170000|30179000|30179000|Dispensadores de etiquetas
30180000|30000000|30100000|30180000|30180000|30180000|Máquinas de escribir y endosar cheques
30181000|30000000|30100000|30180000|30181000|30181000|Endosadores de cheques
30182000|30000000|30100000|30180000|30182000|30182000|Máquinas de escribir cheques
30190000|30000000|30100000|30190000|30190000|30190000|Equipo y artículos de oficina diversos
30191000|30000000|30100000|30190000|30191000|30191000|Equipos de oficina excepto mobiliario
30191100|30000000|30100000|30190000|30191000|30191100|Equipo de archivo
30191110|30000000|30100000|30190000|30191000|30191110|Sistemas carrusel para clasificación de tarjetas
30191120|30000000|30100000|30190000|30191000|30191120|Revisteros
30191130|30000000|30100000|30190000|30191000|30191130|Portablocs de pinza
30191140|30000000|30100000|30190000|30191000|30191140|Accesorios para credenciales de identificación
30191200|30000000|30100000|30190000|30191000|30191200|Retroproyectores
30191400|30000000|30100000|30190000|30191000|30191400|Máquinas destructoras de documentos
30192000|30000000|30100000|30190000|30192000|30192000|Artículos de oficina
30192100|30000000|30100000|30190000|30192000|30192100|Gomas de borrar
30192110|30000000|30100000|30190000|30192000|30192110|Productos de tinta
30192111|30000000|30100000|30190000|30192000|30192111|Tampones
30192112|30000000|30100000|30190000|30192000|30192112|Tinta para impresoras
30192113|30000000|30100000|30190000|30192000|30192113|Cartuchos de tinta
30192121|30000000|30100000|30190000|30192000|30192121|Bolígrafos
30192122|30000000|30100000|30190000|30192000|30192122|Plumas estilográficas
30192123|30000000|30100000|30190000|30192000|30192123|Rotuladores con punta fibrosa
30192124|30000000|30100000|30190000|30192000|30192124|Rotuladores
30192125|30000000|30100000|30190000|30192000|30192125|Marcadores
30192126|30000000|30100000|30190000|30192000|30192126|Rotuladores técnicos
30192127|30000000|30100000|30190000|30192000|30192127|Portaplumas
30192130|30000000|30100000|30190000|30192000|30192130|Lápices
30192131|30000000|30100000|30190000|30192000|30192131|Portaminas
30192132|30000000|30100000|30190000|30192000|30192132|Minas para lápices y portaminas
30192133|30000000|30100000|30190000|30192000|30192133|Sacapuntas
30192134|30000000|30100000|30190000|30192000|30192134|Portalápices
30192150|30000000|30100000|30190000|30192000|30192150|Sellos de fecha
30192151|30000000|30100000|30190000|30192000|30192151|Sellos para lacrar
30192152|30000000|30100000|30190000|30192000|30192152|Sellos numeradores
30192153|30000000|30100000|30190000|30192000|30192153|Sellos de texto
30192154|30000000|30100000|30190000|30192000|30192154|Almohadillas de recambio para tampones de tinta
30192155|30000000|30100000|30190000|30192000|30192155|Portasellos
30192160|30000000|30100000|30190000|30192000|30192160|Correctores
30192170|30000000|30100000|30190000|30192000|30192170|Tableros de anuncios para oficina
30192200|30000000|30100000|30190000|30192000|30192200|Cintas métricas
30192300|30000000|30100000|30190000|30192000|30192300|Cintas entintadas
30192310|30000000|30100000|30190000|30192000|30192310|Cintas para máquinas de escribir
30192320|30000000|30100000|30190000|30192000|30192320|Cintas de impresora
30192330|30000000|30100000|30190000|30192000|30192330|Rodillos y cintas para calculadoras
30192340|30000000|30100000|30190000|30192000|30192340|Cintas térmicas para faxes
30192350|30000000|30100000|30190000|30192000|30192350|Cintas para cajas registradoras
30192400|30000000|30100000|30190000|30192000|30192400|Material de reprografía
30192500|30000000|30100000|30190000|30192000|30192500|Transparencias para retroproyectores
30192600|30000000|30100000|30190000|30192000|30192600|Tableros de dibujo
30192700|30000000|30100000|30190000|30192000|30192700|Papelería
30192800|30000000|30100000|30190000|30192000|30192800|Etiquetas autoadhesivas
30192900|30000000|30100000|30190000|30192000|30192900|Sistemas de corrección
30192910|30000000|30100000|30190000|30192000|30192910|Cinta o película correctora
30192920|30000000|30100000|30190000|30192000|30192920|Líquidos correctores
30192930|30000000|30100000|30190000|30192000|30192930|Lápices correctores
30192940|30000000|30100000|30190000|30192000|30192940|Recambios para correctores
30192950|30000000|30100000|30190000|30192000|30192950|Borradores eléctricos
30193000|30000000|30100000|30190000|30193000|30193000|Organizadores de despacho y accesorios
30193100|30000000|30100000|30190000|30193000|30193100|Cajas para organizar documentos
30193200|30000000|30100000|30190000|30193000|30193200|Bandejas para organizar documentos
30193300|30000000|30100000|30190000|30193000|30193300|Organizadores colgantes
30193400|30000000|30100000|30190000|30193000|30193400|Sujetalibros
30193500|30000000|30100000|30190000|30193000|30193500|Estante expositor
30193600|30000000|30100000|30190000|30193000|30193600|Soportes para agendas y calendarios
30193700|30000000|30100000|30190000|30193000|30193700|Cajas archivadoras
30193800|30000000|30100000|30190000|30193000|30193800|Portamensajes
30193900|30000000|30100000|30190000|30193000|30193900|Portacopias
30194000|30000000|30100000|30190000|30194000|30194000|Artículos de dibujo
30194100|30000000|30100000|30190000|30194000|30194100|Plantillas para curvas
30194200|30000000|30100000|30190000|30194000|30194200|Puntos, cintas y películas para diseño
30194210|30000000|30100000|30190000|30194000|30194210|Puntos o cintas de diseño
30194220|30000000|30100000|30190000|30194000|30194220|Películas (láminas) de diseño
30194300|30000000|30100000|30190000|30194000|30194300|Juegos, estuches y papeles para diseño
30194310|30000000|30100000|30190000|30194000|30194310|Juegos o estuches para diseño
30194320|30000000|30100000|30190000|30194000|30194320|Papeles para diseño
30194400|30000000|30100000|30190000|30194000|30194400|Cubiertas de mesas de dibujo
30194500|30000000|30100000|30190000|30194000|30194500|Artículos para rotulación
30194600|30000000|30100000|30190000|30194000|30194600|Transportadores de ángulos
30194700|30000000|30100000|30190000|30194000|30194700|Plantillas
30194800|30000000|30100000|30190000|30194000|30194800|Reglas en T y cartabones
30194810|30000000|30100000|30190000|30194000|30194810|Reglas en T
30194820|30000000|30100000|30190000|30194000|30194820|Cartabones
30194900|30000000|30100000|30190000|30194000|30194900|Cubiertas de protección de superficies de trabajo
30195000|30000000|30100000|30190000|30195000|30195000|Tableros
30195100|30000000|30100000|30190000|30195000|30195100|Tableros de planificación o accesorios
30195200|30000000|30100000|30190000|30195000|30195200|Tableros electrónicos o accesorios
30195300|30000000|30100000|30190000|30195000|30195300|Paneles de letras o accesorios
30195400|30000000|30100000|30190000|30195000|30195400|Pizarras de borrado en seco o accesorios
30195500|30000000|30100000|30190000|30195000|30195500|Pizarras o accesorios
30195600|30000000|30100000|30190000|30195000|30195600|Tablones de anuncios o accesorios
30195700|30000000|30100000|30190000|30195000|30195700|Equipos o accesorios para limpieza de pizarras y tableros
30195800|30000000|30100000|30190000|30195000|30195800|Rieles y soportes colgantes
30195900|30000000|30100000|30190000|30195000|30195900|Pizarras blancas y pizarras magnéticas
30195910|30000000|30100000|30190000|30195000|30195910|Tableros blancos
30195911|30000000|30100000|30190000|30195000|30195911|Accesorios para pizarras blancas
30195912|30000000|30100000|30190000|30195000|30195912|Caballetes para pizarras blancas
30195913|30000000|30100000|30190000|30195000|30195913|Caballetes para rotafolios
30195920|30000000|30100000|30190000|30195000|30195920|Pizarras magnéticas
30195921|30000000|30100000|30190000|30195000|30195921|Borradores para pizarras magnéticas
30196000|30000000|30100000|30190000|30196000|30196000|Planificadores
30196100|30000000|30100000|30190000|30196000|30196100|Planificadores de reuniones
30196200|30000000|30100000|30190000|30196000|30196200|Dietarios, agendas y sus recambios
30196300|30000000|30100000|30190000|30196000|30196300|Buzón de sugerencias
30197000|30000000|30100000|30190000|30197000|30197000|Material de oficina de pequeña envergadura
30197100|30000000|30100000|30190000|30197000|30197100|Grapas, chinchetas y alfileres
30197110|30000000|30100000|30190000|30197000|30197110|Grapas
30197120|30000000|30100000|30190000|30197000|30197120|Tachuelas
30197130|30000000|30100000|30190000|30197000|30197130|Chinchetas
30197200|30000000|30100000|30190000|30197000|30197200|Carpetas de anillas y clips para papeles
30197210|30000000|30100000|30190000|30197000|30197210|Carpetas de anillas
30197220|30000000|30100000|30190000|30197000|30197220|Clips para papeles
30197221|30000000|30100000|30190000|30197000|30197221|Portaclips
30197300|30000000|30100000|30190000|30197000|30197300|Abrecartas, grapadoras y perforadoras de papel
30197310|30000000|30100000|30190000|30197000|30197310|Abrecartas
30197320|30000000|30100000|30190000|30197000|30197320|Grapadoras
30197321|30000000|30100000|30190000|30197000|30197321|Quitagrapas
30197330|30000000|30100000|30190000|30197000|30197330|Perforadoras de papel
30197400|30000000|30100000|30190000|30197000|30197400|Esponja para sellos
30197500|30000000|30100000|30190000|30197000|30197500|Cera de lacrado
30197510|30000000|30100000|30190000|30197000|30197510|Accesorios para lacrado a la cera
30197600|30000000|30100000|30190000|30197000|30197600|Papel y cartón elaborados
